                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 0.1899,                 2.5219,                0.75907,                      1,                0.92386,                  0.995,                  0.995,                 0.1573,                 2.3187,                0.79274,                  6e-05,                  6e-05,                  6e-05
